X,Y,title,numReview,avgReview,useful_count,funny_count,cool_count,index
0.44627,0.51024,forward,2272,3.853873239,5010,2508,3519,428
0.97423,0.98565,worth,9864,3.885847526,16821,8044,10592,429
0.79792,0.31662,die,2525,4.331881188,4083,2085,2784,430
0.80917,0.97642,tell,5611,3.554803065,13786,8318,9075,431
0.99775,0.99491,experience,13084,3.671354326,24462,11617,15125,432
0.99474,0.99999,could,16800,3.586785714,36123,20267,24049,433
0.65648,0.95695,less,4745,3.506427819,9707,5093,6134,434
0.95343,0.72651,sat,5167,3.501451519,10649,5392,6699,435
0.72969,0.59334,wow,2903,3.966930761,5585,2731,3640,436
0.83329,0.93123,told,5412,3.16315595,12728,6692,7536,437
0.92299,0.99131,left,5981,3.261327537,13146,7103,8085,438
0.57086,0.4345,hungry,2427,3.56118665,5326,2889,3584,439
0.481,0.13192,owner,4868,3.908381265,10259,4783,6394,440
0.53526,0.07195,value,1728,3.753472222,3061,1438,1897,441
0.99268,0.6814,specials,10834,3.837363855,19453,8920,12478,442
0.22669,0.23406,negative,1204,3.693521595,2271,1119,1336,443
0.87653,0.9219,several,5221,3.649875503,10600,5247,6822,444
0.49059,0.22794,overpriced,1801,2.690172127,3022,1738,1553,445
0.8914,0.95709,wont,5076,3.387312845,10442,5534,6412,446
0.26116,0.35997,unless,2019,3.368994552,4264,2610,2759,447
0.13403,0.38853,afternoon,2098,3.798379409,4258,2323,3143,448
0.48859,0.36936,empty,2343,3.147673922,5079,2834,3170,449
0.57779,0.29901,brunch,2249,4.033348155,4271,2007,2945,450
0.38589,0.23819,mood,1662,3.87244284,3328,1764,2324,451
0.91935,0.58698,lunch,13575,3.865782689,22993,11049,15409,452
0.83625,0.72669,except,3561,3.643920247,6784,3701,4460,453
0.47371,0.01535,hubby,1071,3.916900093,1625,684,1009,454
0.93063,0.75566,remembered,4373,3.87697233,9527,5697,6814,455
0.33862,0.00505,oz,809,3.721878863,1703,827,1092,456
0.39869,0.2502,bottles,3632,3.856552863,8055,4434,5486,457
0.16018,0.27471,hey,1233,3.612327656,3306,2505,2545,458
0.36875,0.19798,wings,1859,3.869284562,2879,1514,1882,459
0.99929,0.99981,bit,13089,3.752005501,24647,12013,16308,460
0.25496,0.18094,hesitation,676,3.98816568,1391,690,962,461
0.64115,0.20181,seasoned,3745,3.866488652,7413,3592,4941,462
0.60517,0.31085,crispy,3060,3.964379085,6871,3468,4789,463
0.94424,0.38365,cooked,8154,3.760976208,15862,7521,10019,464
0.82883,0.99964,actually,8953,3.575561264,20100,11691,13456,465
0.17478,0.42701,damn,1885,3.876392573,5003,3579,3777,466
0.63333,0.14533,spicy,6194,3.916370681,11088,5405,7476,467
0.54755,0.17683,salty,1920,3.491666667,3859,2002,2548,468
0.00869,0.29604,hint,938,3.768656716,2353,1202,1644,469
0.41615,0.36713,kick,2000,3.8705,4269,2531,3059,470
0.05544,0.00005,frankly,763,3.5491481,1771,933,1172,471
0.81481,0.17159,cut,3021,3.55345912,6771,3703,4330,472
0.23567,0.35315,otherwise,1485,3.538720539,2998,1679,1870,473
0.73246,0.17664,fish,5006,3.751897723,9095,4275,5694,474
0.63623,0.32982,dried,3581,3.13739179,7363,3718,4520,475
0.46022,0.70756,pick,4580,3.729912664,9875,5566,6729,476
0.13968,0.1039,almonds,652,4.128834356,1470,693,1052,477
0.17012,0.60598,trip,3519,3.920716113,6818,3707,4690,478
0.82295,0.77054,okay,3734,3.172737011,6679,3811,4013,479
0.16172,0.02745,grew,576,3.909722222,1291,724,947,480
0.3169,0.07992,shock,880,3.385227273,1985,1187,1261,481
0.36482,0.6448,saw,3834,3.512519562,8822,5199,5872,482
0.34088,0.44686,world,2811,4.077908218,6315,3825,4628,483
0.39579,0.52785,stuff,3972,3.809415911,8434,5101,5929,484
0.83581,0.65807,cheese,14093,3.897041084,28746,14566,19801,485
0.20446,0.44036,met,1648,3.84526699,4320,2603,3264,486
0.35838,0.09622,yesterday,1055,3.709952607,2220,1100,1506,487
0.60425,0.65248,water,5625,3.531555556,11880,6407,7394,488
0.50108,0.5845,patio,8161,3.879549075,15129,7415,10370,489
0.33868,0.15906,dark,2470,3.753846154,5279,2851,3690,490
0.66087,0.94651,guess,4506,3.27563249,9737,5928,6395,491
0.47864,0.43281,reminded,2427,3.688504326,5543,3219,4005,492
0.22821,0.02769,till,581,3.765920826,1187,655,787,493
0.25057,0.20303,chips,5492,3.720502549,10167,5079,6843,494
0.99817,0.99014,serve,12955,3.700656117,27157,13824,17989,495
0.50407,0.73192,anyway,2849,3.557037557,6400,4147,4430,496
0.34531,0.07648,complimentary,1042,3.936660269,2266,989,1513,497
0.10213,0.2898,bean,5311,3.862549426,10432,5177,6913,498
0.21185,0.1163,sour,1457,3.582704187,3052,1614,2062,499
0.4356,0.15774,lime,1039,3.975938402,2367,1173,1622,500
0.40408,0.14006,lemon,1470,3.904761905,3559,1828,2462,501
0.96927,0.99673,anything,7253,3.595753481,14668,7786,9318,502
0.55383,0.00018,stew,630,3.896825397,1354,636,937,503
0.50433,0.41488,mac,2139,3.967741935,4058,2005,2616,504
0.65753,0.6445,knew,2834,3.800988003,7115,3992,4908,505
0.38004,0.24139,gotten,1344,3.591517857,2592,1287,1614,506
0.18792,0.06596,contact,450,2.744444444,997,538,502,507
0.61893,0.68154,ago,3602,3.755968906,7326,3918,4984,508
0.10607,0.10013,website,833,3.62665066,1937,928,1239,509
0.56539,0.92169,call,6713,3.564874125,15893,9336,10600,510
0.06617,0.01842,cheerfully,539,4.055658627,1106,688,832,511
0.60999,0.64913,four,3956,3.729019211,8353,4499,5626,512
0.12493,0.18036,separation,1250,3.6192,2749,1437,1786,513
0.03118,0.01189,patient,582,3.857388316,1364,740,910,514
0.26934,0.05926,enter,1418,3.686882934,3753,2229,2649,515
0.98384,1,think,18524,3.621949903,39487,22337,26410,516
0.96395,0.93204,overall,5628,3.578713575,8476,3697,5040,517
0.9204,0.99998,still,12652,3.66621878,25603,13893,16796,518
0.1584,0.33591,tend,1216,3.891447368,2305,1156,1516,519
0.1209,0.30317,sucks,1743,3.017785427,4008,2905,2606,520
0.12038,0.05624,club,1842,3.653094463,3482,2180,2309,521
0.1164,0.01894,fly,950,3.358947368,2009,1257,1292,522
0.35822,0.00366,southwest,641,3.815912637,1325,708,937,523
0.85935,0.99791,least,6255,3.499440448,13309,7601,8623,524
0.16637,0.0056,neat,672,3.8125,1208,562,815,525
0.0321,0.00102,history,550,3.949090909,1300,631,953,526
0.38198,0.17637,appeared,1577,3.358909322,3673,2070,2363,527
0.39396,0.31829,family,5469,3.992868897,9589,4720,6204,528
0.1411,0.00005,u,398,3.706030151,607,376,396,529
0.66439,0.01838,ribs,3215,3.914774495,5181,2147,3102,530
0.14539,0.00794,cats,264,3.814393939,662,536,525,531
0.51254,0.00102,mashed,1631,3.930104231,3226,1494,2070,532
0.66449,0.35138,potatoes,7600,3.873947368,14698,6846,9657,533
0.65213,0.09904,stuffed,2391,4.066917608,5003,2503,3530,534
0.21207,0.219,homemade,2110,4.191943128,4304,2017,2966,535
0.35914,0.1082,pie,2165,3.965357968,4413,2249,3055,536
0.36942,0.42926,etc,2893,3.747666782,5817,2789,3659,537
0.76387,0.8133,miss,4473,3.765705343,8810,4533,5863,538
0.45487,0,prime,1041,3.888568684,2040,977,1306,539
0.7229,0.95362,might,5183,3.618174802,11284,6697,7659,540
0.52405,0.0802,garlic,2810,3.963345196,5642,2697,3852,541
0.99651,0.9815,favorites,12913,4.298304035,21609,9589,14816,542
0.80325,0.5292,course,5381,3.914514031,12037,6418,8342,543
0.22665,0.07143,n,1470,3.927210884,3147,1826,2203,544
0.8423,0.98353,check,9202,3.610302108,18984,9568,12312,545
0.031,0.141,car,2171,3.69276831,5369,3634,3964,546
0.03973,0.00024,buy,2712,3.708702065,5993,3855,4136,547
0.77978,0.87025,wrong,4444,3.485148515,9094,4922,5659,548
0.4401,0.70526,move,4167,3.801775858,8694,4915,5930,549
0.07166,0.08533,biggest,871,3.564867968,1740,1010,1158,550
0.39085,0.28389,girlfriend,1592,3.770728643,2787,1616,1770,551
0.4581,0.03182,oil,1822,3.762349067,4234,1959,2834,552
0.00375,0.00001,rip,437,2.931350114,1032,659,566,553
0.07749,0.01317,lying,509,3.451866405,1373,889,927,554
0.98038,0.98198,without,6426,3.771708683,13516,7240,9016,555
0.18112,0.28675,fixings,1449,3.559006211,2898,1522,1761,556
0.00342,0.00013,brand,695,3.667625899,1701,1027,1193,557
0.00041,0.08363,tired,715,3.485314685,1618,1053,1083,558
0.99056,0,pad,1053,3.742640076,1559,770,1030,559
0.37662,0.12695,worst,1587,2.059231254,3409,2073,1675,560
0.57784,0.70733,changed,4357,3.681661694,8967,4608,5862,561
0.47107,0.61537,months,3759,3.879489226,7668,3870,5044,562
0.31317,0.41995,somewhere,1637,3.33903482,3585,2079,2298,563
0.36439,0.25061,burger,8345,3.810425404,14136,7095,9224,564
0.11576,0.68003,fun,7543,3.981970038,13038,7035,9169,565
0.08825,0.00706,displayed,741,3.844804318,1686,980,1216,566
0.21077,0.79167,cool,8391,3.857704684,16706,9390,12103,567
0.30331,0.00003,fashion,1047,3.7669532,2403,1567,1679,568
0.57059,0.80118,real,4880,3.772540984,10041,5716,6876,569
0.06602,0.47975,vibe,2601,3.968473664,4809,2364,3436,570
0.1223,0.01866,sugar,1488,3.793010753,3738,2209,2677,571
0.42823,0.10717,bowls,3309,3.758537322,6917,3771,4746,572
0.3843,0.06707,smaller,1326,3.705128205,2697,1237,1685,573
0.80683,0.99259,busy,10246,3.616435682,19288,9248,11834,574
0.25986,0.4528,matter,1845,3.664498645,4004,2318,2681,575
0.04848,0,scooped,737,3.815468114,1916,1093,1372,576
0.20635,0.01037,brownie,623,3.990369181,1368,729,947,577
0.21107,0.00003,whipped,823,4.018226002,2042,1053,1396,578
0.27233,0.02977,caramelized,1332,4.133633634,3198,1672,2325,579
0.23982,0.34353,ton,2602,3.892390469,4841,2476,3241,580
0.98103,0.98808,different,9446,3.803938175,18308,8953,12016,581
0.43212,0.62031,sounded,3329,3.699909883,7831,4564,5507,582
0.71482,0.32529,rushed,1897,3.629414866,3846,1903,2432,583
0.24619,0.06573,healthy,2093,4.040133779,3647,1861,2427,584
0.99993,0.99967,recommendation,11679,4.058909153,17759,7027,10909,585
0.9859,0.99729,highly,9106,3.824291676,16514,8272,10592,586
0.75157,0.75524,believe,3492,3.784077892,8053,4689,5453,587
0.34049,0.36222,onions,4811,3.865724382,10604,5275,7389,588
0.29433,0,tartness,715,3.991608392,1799,976,1305,589
0.5132,0.06585,starter,874,3.990846682,1750,761,1147,590
0.51495,0.03296,noodle,2583,3.80952381,4413,2095,2869,591
0.9969,0.17845,dish,11702,3.787215861,21602,9607,13565,592
0.9938,0.99998,never,15292,3.687287471,30049,16311,19319,593
0,0,yoga,162,4.037037037,427,271,308,594
0.49995,0.03838,chopped,2019,3.902426944,3975,1905,2623,595
0.99676,0.99374,table,15982,3.545363534,32420,16085,20683,596
0.73804,0.4008,date,4202,4.041408853,8108,4384,5723,597
0.40175,0.71781,sometimes,3420,3.91871345,6672,3796,4638,598
0.36704,0.43642,TRUE,2237,3.90835941,4837,2785,3347,599
0.65922,0.97852,mean,5179,3.549913111,13033,8533,9143,600
0.75593,0.6483,given,2857,3.365768288,6245,3165,3797,601
0.26811,0,yellow,722,3.771468144,1457,807,1032,602
0.4292,0,curry,2093,3.927854754,3408,1518,2299,603
0.37405,0.1722,authenticity,2866,3.945917655,4510,2091,2930,604
0.74854,0.8013,name,5155,3.807371484,12229,7250,8557,605
0.27902,0.02682,downtown,3572,3.886618141,7406,3614,5252,606
0.65606,0.58496,consisted,3319,3.817414884,6328,3108,4126,607
0.05804,0.00014,dim,1078,3.79406308,1943,1017,1289,608
0.34831,0.62223,forget,2085,3.951558753,4332,2434,3038,609
0.01887,0.12005,sun,1411,3.966690291,3188,1787,2354,610
0.10133,0.14403,summer,1890,4.017989418,3631,1771,2543,611
0.628,0.75546,years,9680,3.860847107,18421,9886,12362,612
0.59092,0.92619,stopped,7773,3.832883057,14841,8138,10183,613
0.53167,0.69882,entirely,3305,3.681391831,7699,4244,5154,614
0.34339,0.3804,casual,2067,4.059022738,3607,1524,2471,615
0.02824,0,native,493,4.048681542,1112,570,802,616
0.72365,0.78695,felt,4406,3.483885611,9678,5423,6348,617
0.68816,0.27453,pricey,2881,3.840680319,3889,1707,2454,618
0.61629,0.53183,normally,2785,3.721723519,5707,3042,3881,619
0.89253,0.94307,fantastic,5929,4.327205262,10294,4687,7121,620
0.80921,0.7816,gave,4272,3.462546816,8916,4812,5604,621
0.53799,0.37501,together,2563,3.680452595,5944,3409,4080,622
0.16594,0.19891,tortillas,2515,3.744333996,5112,2642,3457,623
0.00789,0.36629,hash,874,3.78375286,1611,800,1036,624
0.15198,0.16611,brown,1787,3.681589256,3874,2135,2622,625
0.08332,0.20125,soda,1701,3.706055262,3611,1962,2444,626
0.99174,0.99979,enjoyed,15497,3.928695877,29262,14264,20136,627
0.1674,0.41462,yeah,1903,3.682080925,4760,3466,3521,628
0.16437,0.28307,beers,10536,3.838078967,17030,8920,11454,629
0.48347,0.28204,cocktails,2966,3.914362778,6076,3025,4125,630
0.64328,0.44579,clear,2401,3.266555602,5713,3322,3406,631
0.46032,0.00452,chain,2235,3.645190157,3965,2156,2662,632
0.32251,0.1177,charming,1316,3.987841945,3248,1897,2505,633
0.67288,0.7066,certainly,3053,3.612512283,6943,3854,4681,634
0.17474,0.22398,colored,1545,3.797411003,3754,2196,2858,635
0.46506,0.3819,opinion,1805,3.572299169,3618,1857,2342,636
0.53663,0.92342,close,6723,3.694184144,13412,6870,8702,637
0.26448,0.07989,chewy,1024,3.561523438,2199,1131,1482,638
0.45101,0.24323,sausage,2347,3.945036216,4615,2171,3152,639
0.23329,0.15633,compliment,951,4.14721346,2119,1108,1585,640
0.40624,0.2999,roasted,3117,4.089509143,6949,3306,4819,641
0.55451,0.40552,red,5965,3.916345348,13228,7135,9372,642
0.97454,0.78221,quality,6955,3.712293314,12067,5426,7356,643
0.46412,0.06285,mozzarella,1328,4.106927711,3031,1477,2111,644
0.10518,0.49647,comfortable,3910,4.041432225,8175,3977,5656,645
0.01982,0.30522,nearby,1128,3.665780142,1994,930,1238,646
0.19489,0.03395,disgusting,668,2.28742515,1503,1018,790,647
0.37753,0.1455,daughter,1112,3.794064748,1928,924,1216,648
0.34872,0.11176,interior,1548,3.812661499,3302,1603,2293,649
0.5077,0.45571,simple,2999,3.864288096,6459,3246,4452,650
0.24613,0.24283,positive,1273,3.215239592,2739,1466,1633,651
0.26551,0.14353,created,1326,4.007541478,3332,1815,2383,652
0.20271,0.12976,discount,776,3.68685567,1607,822,993,653
0.98113,0.98836,expecting,8877,3.471443055,16266,8040,9983,654
0.87589,0.67175,amount,3637,3.72999725,7381,3722,4816,655
0.13621,0.66955,front,4393,3.54131573,10587,6148,6977,656
0.54221,0.79907,already,3347,3.677920526,8657,4915,5885,657
0.32788,0,hello,544,3.648897059,1456,1014,1052,658
0.80892,0.76586,soon,3599,3.896082245,8563,4468,6015,659
0.63529,0.78182,options,5866,3.76934879,11266,5416,7387,660
0.42019,0.81913,headed,4041,3.688690918,9848,6237,6988,661
0.18594,0.0461,decisions,625,3.7232,1772,1035,1229,662
0.15944,0.03684,replaced,689,3.322206096,1567,837,880,663
0.77359,0.41675,unfortunately,2485,3.07806841,5080,2470,2966,664
0.28007,0.16729,boy,1794,3.828316611,4322,2723,3089,665
0.8952,0.95885,although,5057,3.754795333,9559,4641,6456,666
0.22429,0.04027,min,857,3.166861144,1308,556,649,667
0.37149,0.41989,sorry,2025,3.016790123,4978,3126,3017,668
0.25973,0.14928,future,1158,3.715889465,2797,1495,1967,669
0.04411,0.03964,appointed,316,3.806962025,656,314,421,670
0.35956,0.00882,six,921,3.768729642,2235,1276,1555,671
0.58343,0.26227,mom,1958,3.910623085,4652,2853,3448,672
0.3645,0.59499,understand,2502,3.237010392,5377,2786,3121,673
0.65575,0.29445,ravioli,651,3.955453149,1262,549,821,674
0.03367,0.3446,alcohol,1404,3.737179487,2865,1792,1987,675
0.11455,0.11696,beverages,1203,3.784704904,2943,1715,2013,676
0.58974,0.51339,preferred,2774,3.798125451,5258,2636,3554,677
0.34141,0.57442,agree,2099,3.51262506,4286,2212,2818,678
0.95782,0.99534,nothing,8360,3.252033493,16060,8494,9911,679
0.14984,0.12459,biscuits,713,3.701262272,1286,614,816,680
0.31007,0.05837,healthful,501,3.487025948,1100,728,742,681
0.22375,0.00747,calories,624,3.878205128,1388,807,995,682
0.96569,0.48653,portions,7366,3.795275591,11831,5141,7277,683
0.52172,0.80555,types,4186,3.749402771,8761,4850,5974,684
0.81478,0.85277,fans,6553,3.882954372,12374,6065,8378,685
0.72822,0.46135,ambiance,4206,3.923918212,6619,2836,4154,686
0.56901,0.85592,rather,3471,3.335638145,7129,3821,4405,687
0.66331,0.66543,glad,3133,4.076923077,6231,3127,4335,688
0.91841,0.49148,eaten,3362,3.866448543,5827,2838,3617,689
0.39433,0.28437,none,1375,3.448727273,2990,1727,1957,690
0.62106,0.05599,steak,5098,3.889172224,9226,4468,5874,691
0.40617,0.0053,par,805,3.28447205,1401,695,812,692
0.32789,0.11649,seafood,1926,3.924195223,3424,1389,2064,693
0.27145,0.28487,charge,2786,3.003230438,5948,3071,3142,694
0.36755,0.41339,bucks,2135,3.629508197,4551,2855,3060,695
0.42874,0.24582,thickness,1959,3.70086779,4336,2407,3023,696
0.23548,0.45546,mostly,1798,3.514460512,3555,1906,2309,697
0.30179,0.04082,fat,1267,3.591949487,2937,2008,2005,698
0.41616,0.10649,similar,1475,3.618983051,3113,1518,1989,699
0.20972,0.11012,baskets,830,3.774698795,2066,1110,1462,700
0.2599,0.63638,old,7477,3.683964157,15282,8949,10483,701
0.32979,0.54432,addition,2418,3.817204301,5855,2737,3971,702
0.23814,0.3046,room,7543,3.781386716,15768,8193,10520,703
0.30178,0.08928,nuts,1027,3.950340798,2350,1342,1671,704
0.05029,0.00693,listen,973,3.655704008,2449,1581,1724,705
0.36873,0.09852,range,1250,3.8808,2583,1212,1704,706
0.54673,0.73827,recently,3343,3.832784924,7053,3459,4807,707
0.1183,0.00001,switch,679,3.63622975,1474,707,965,708
0.36864,0.00186,began,514,3.535019455,1485,896,1035,709
0.52612,0.6468,paying,5175,3.289855072,10386,5807,6144,710
0.83333,0.90456,half,6210,3.54057971,13098,7122,8563,711
0.87868,0.99075,must,6141,3.948054063,11875,6694,8127,712
0,0.00002,spacious,684,4.048245614,1441,639,1039,713
0.00401,0,produce,815,4.017177914,2009,1200,1512,714
0.90909,0.61391,extremely,3367,3.682209682,6605,3137,3995,715
0.99037,0.71213,attentive,5759,3.841291891,10065,4615,6403,716
0.2237,0.13195,response,673,2.904903418,1697,996,942,717
0.0166,0.04637,syrup,871,3.776119403,2188,1216,1549,718
0.03771,0.18199,pancakes,1711,3.876680304,3214,1441,2101,719
0.64233,0.38468,yum,2247,4.235425011,3567,1654,2489,720
0.24504,0.79334,plenty,3923,3.889115473,7479,3580,5122,721
0.01539,0.15102,fluffy,697,4.047345768,1531,765,1097,722
0.64415,0.45479,house,6682,3.911852739,13709,7068,9486,723
0.01138,0.16632,coffee,5945,3.932716569,10647,5388,7259,724
0.05766,0.12953,cinnamon,954,4.045073375,1984,1100,1402,725
0.00287,0.00523,landing,592,3.753378378,1523,1059,1109,726
0.65339,0.02708,chocolate,4238,4.126474752,9323,4847,6734,727
0.00326,0.0061,holiday,596,3.880872483,1245,717,958,728
0.9232,0.99968,end,8215,3.602921485,17727,9910,11733,729
0.01757,0.01002,floor,1951,3.523321374,4636,2960,3229,730
0.22112,0.53054,smile,1681,3.864961333,4058,2613,2983,731
0.19356,0.43738,faced,2134,3.626991565,5680,4008,4031,732
0.0009,0.06282,target,206,3.373786408,554,411,386,733
0.73819,0.46642,slightly,2691,3.778520996,5902,3194,4054,734
0.51022,0.25548,bland,2728,2.68255132,4609,2316,2497,735
0.30768,0,squares,739,3.748308525,1701,1036,1201,736
0.35624,0.01194,polite,1022,3.577299413,1947,1088,1132,737
0.21584,0.31184,rocked,2550,3.982745098,5461,3260,4003,738
0.11107,0.41758,within,1885,3.809549072,4380,2505,2980,739
0.96462,0.67441,suggested,3852,3.877206646,8448,4353,5835,740
0.20138,0.08958,fault,730,3.252054795,1561,849,857,741
0.44909,0.03569,spice,2583,3.838946961,5011,2411,3298,742
0.22755,0.00518,north,1450,3.862068966,3092,1595,2059,743
0.03394,0.00002,salon,161,3.98757764,393,171,257,744
0.52184,0.89504,hit,3965,3.811349306,8340,4840,5958,745
0.1444,0.48537,counter,2688,3.637276786,6404,3675,4357,746
0.25939,0.21497,turkey,1569,3.894200127,2934,1542,2007,747
0.29816,0.00015,package,549,3.786885246,1192,708,811,748
0.04835,0.11276,crap,919,3.126224157,2421,1866,1618,749
0.52646,0.68567,regular,4995,3.882882883,9481,4643,6279,750
0.54015,0.33094,fried,13110,3.792372235,24285,12333,16136,751
0.11022,0.01368,rings,1194,3.695142379,2487,1444,1708,752
0.20634,0.00742,gourmet,832,3.932692308,1681,846,1137,753
0.00685,0.00006,clothes,785,3.543949045,2009,1440,1316,754
0.18944,0.20229,affordable,1290,4.073643411,2367,1254,1671,755
0.37083,0.02589,baby,1384,3.903179191,3284,2169,2462,756
0.00024,0,vintage,324,4,665,409,490,757
0.1332,0.00001,sale,666,3.674174174,1572,1021,1062,758
0.2393,0.32455,break,1511,3.699536731,3565,2139,2478,759
0,0,bank,415,3.785542169,1025,549,688,760
0.09828,0.00033,carry,1079,3.785912882,2300,1474,1644,761
0.02775,0.00861,products,1454,3.813617607,3353,1794,2313,762
0.18438,0.55512,hate,2462,3.379366369,6010,4090,4192,763
0.04108,0.31756,environs,1256,3.955414013,2123,1040,1427,764
0.31426,0.02991,son,981,3.857288481,1693,856,1062,765
0.1258,0.00189,island,522,3.898467433,1078,727,816,766
0.21005,0.53189,kids,4899,3.732598489,9605,6078,6365,767
0.13887,0.13777,young,1485,3.61010101,3077,1985,2203,768
0.37447,0.37892,provided,1946,3.805755396,4133,2070,2813,769
0.3654,0.20068,delivering,1626,3.559655597,3518,1780,2210,770
0.38823,0.00012,crust,3135,3.920574163,5936,2948,4046,771
0.2875,0.00772,thin,2395,3.734446764,4735,2480,3228,772
0.07084,0.35751,behind,2521,3.563268544,6099,3721,4100,773
0.81941,0.98259,hard,6500,3.564,12903,6903,8367,774
0.51582,0.8241,talking,4427,3.60808674,10357,6050,6792,775
0.26302,0.19829,overwhelming,1156,3.653114187,2342,1191,1521,776
0.54188,0.63436,interesting,4079,3.682029909,7995,4135,5393,777
0.76092,0.66806,fine,3578,3.382895472,7716,4359,4894,778
0.8539,0.99566,ill,7348,3.594447469,16179,9637,11292,779
0.00874,0.01746,killer,681,4.165932452,1403,729,980,780
0.30659,0.2779,neighborhood,2462,3.909829407,4778,2218,3202,781
0.64916,0.8078,nearly,4440,3.61509009,9602,5269,6410,782
0.06981,0.21486,pastries,1165,4.065236052,2565,1237,1823,783
0.02889,0.33493,music,5750,3.835304348,10270,5534,7246,784
0.07549,0.49264,watch,4993,3.740636892,10222,6163,6988,785
0.10614,0.00047,cupcake,989,3.891809909,1993,1305,1475,786
0.34108,0.11129,creative,1228,4.012214984,2285,1061,1537,787
0.06262,0.0486,market,1991,3.949271723,4707,2752,3435,788
0.66879,0.12269,takeout,871,3.738231917,1611,767,1017,789
0.24015,0.09725,bakery,724,3.907458564,1570,850,1088,790
0.31066,0.2978,somewhat,1452,3.542011019,2794,1453,1872,791
0.29857,0.1924,inviting,1369,3.952520088,3002,1626,2130,792
0.06534,0.49288,meet,2778,3.835853132,6588,3700,4787,793
0.27675,0.0273,concerned,793,3.402269861,1723,862,1014,794
0.5272,0.66207,others,2938,3.675289312,5775,2951,3750,795
0.02316,0.36892,whats,1322,3.634644478,3189,2085,2248,796
0.10998,0.64398,grabbed,2825,3.723539823,5941,3402,4171,797
0.54967,0.57765,deal,4560,3.695614035,8985,4674,5689,798
0.11687,0.00651,join,646,3.770897833,1962,1201,1417,799
0.30016,0.14849,corner,1922,3.755983351,4437,2621,3168,800
0.14285,0.15277,quiet,1436,3.866991643,2472,1237,1592,801
0.29007,0.47804,kinda,2042,3.578354554,4082,2725,2824,802
0.17182,0.38316,crazy,2059,3.814958718,4424,2753,3147,803
0.0304,0.00294,cheeseburgers,593,3.694772344,1102,572,742,804
0.41108,0.14516,warned,1152,3.577256944,2556,1493,1675,805
0.78073,0.83233,mention,3961,3.731380964,8768,4621,5692,806
0.53987,0.24026,raved,1742,3.582089552,3125,1550,1948,807
0.43659,0.24058,texturally,1822,3.749176729,4076,1946,2729,808
0.50754,0.25256,grill,5478,3.874954363,10955,5434,7249,809
0.20974,0.07768,slaw,644,3.779503106,1234,602,784,810
0.5238,0.83809,handed,5008,3.809105431,11506,6674,7806,811
0.40377,0.00693,medium,1728,3.606481481,3327,1620,2142,812
0.17645,0.05972,woman,920,3.351086957,2477,1722,1635,813
0.06279,0.00004,hamburger,722,3.674515235,1321,668,843,814
0.07346,0.09565,pile,744,3.485215054,1840,1215,1279,815
0.00013,0.02547,shredded,848,3.551886792,1795,989,1196,816
0.19785,0.0073,mild,930,3.708602151,1888,1023,1314,817
0.28093,0.18572,cheddar,773,3.974126779,1945,1000,1392,818
0.11155,0.1641,pickled,1189,3.858704794,2744,1405,1950,819
0.48539,0.09083,overcooked,1013,2.844027641,1831,875,996,820
0.55038,0.14545,melted,2075,4.057831325,4413,2091,3054,821
0.75002,0.64765,resting,3045,3.596387521,6906,3879,4637,822
0.73225,0.61742,added,2987,3.763642451,6606,3183,4263,823
0.40752,0.22162,salt,2206,3.583862194,4759,2480,3027,824
0.20294,0.04466,juicy,1594,4.137390213,3302,1737,2387,825
0.16169,0.06763,mayo,887,3.701240135,2108,1165,1434,826
0.51145,0.27029,dipping,3373,3.869552327,6864,3346,4675,827
0.04282,0.05898,requires,676,3.532544379,1571,912,1022,828
0.15703,0.0003,edge,645,3.627906977,1856,1150,1295,829
0.13029,0.45092,standing,3083,3.416153098,7130,4360,4649,830
0.07173,0.23872,original,2100,3.834285714,4160,2123,2785,831
0.4432,0.55281,realizing,2125,3.421176471,5231,3343,3621,832
0.84156,0.01621,presentation,2318,3.710526316,4863,2418,3144,833
0.09617,0.12286,effort,708,3.433615819,1617,926,1066,834
0.99322,0.99989,however,7358,3.431503126,13887,6956,8619,835
0.03192,0.12348,sip,808,3.909653465,2235,1350,1755,836
0.45491,0.42042,stick,2206,3.517225748,4517,2635,2887,837
0.51807,0.6358,note,2715,3.697237569,6606,3508,4459,838
0.23992,0.31226,fast,3950,3.886582278,6264,2915,4054,839
0.20127,0.07989,sick,656,2.958841463,1353,899,876,840
0.72094,0.00767,sushi,5268,3.683371298,7419,3525,4541,841
0.37324,0.06764,blah,424,2.761792453,908,624,572,842
0.13352,0.00165,vs,577,3.847487002,895,505,603,843
0.71958,0.51276,based,2657,3.57320286,5364,2802,3471,844
0.05154,0.00681,sell,1313,3.702970297,2890,1756,2019,845
0.40378,0.29145,low,1869,3.629748529,3909,2188,2544,846
0.10142,0.01817,gonna,813,3.692496925,2049,1545,1508,847
0.39665,0.34008,cost,2176,3.425551471,4306,2300,2605,848
0.066,0.14436,somehow,828,3.628019324,2069,1324,1488,849
0.57469,0.47427,average,3400,3.201470588,5964,2990,3573,850
0.75934,0.3859,prepared,3849,3.882307093,7777,3773,5172,851
0.00304,0.1578,depending,910,3.837362637,1785,884,1196,852
0.20512,0.17789,whether,1015,3.881773399,2416,1408,1689,853
0.75359,0.69582,item,6774,3.820932979,13647,6514,8955,854
0.73758,0.97469,point,5015,3.438285145,11505,6691,7346,855
