X,Y,name,lat,lon,avgReview,numReview,category,num
0.77446,0.22744,Arrivederci,33.610963,-111.927561,4,55,Asian,315
0.11853,0.63432,True Food Kitchen,33.6239149,-111.9255304,4,221,American,316
0.92586,0.57502,Asi Es La Vida,33.489522,-112.030564,4,62,Mexican,317
0.25554,0.67799,Yard House,33.5025941,-111.9296765,3.5,157,Vegetarian,318
0.06378,0.67024,Sprinkles Cupcakes,33.5024987,-111.9258947,3.5,362,Asian,319
0.33041,0.86267,Sushi Roku,33.5022311,-111.924255,3.5,139,Asian,320
0.04816,0.72959,Arcadia Farms Cafe,33.494247,-111.92975,4,180,Nightlife,321
0.98876,0.17871,Blue Agave Mexican Cantina,33.6556844,-111.9300279,3,72,Mexican,322
0.53877,0.4482,American Junkie,33.500169,-111.919817,3,107,Nightlife,323
0.00011,0.91762,Ticoz Resto-Bar,33.5116737,-112.0653185,4,298,etc,324
0.96191,0.32111,Five Guys Burgers and Fries,33.6265775,-111.9254565,3.5,69,American,325
0.71451,0.36949,Scottsdale Resort & Conference Center,33.548745,-111.9156915,3,61,etc,326
0.29706,0.55225,Pomegranate Cafe,33.3051122,-111.99506,4,141,Asian,327
0.86369,0.24715,Chart House,33.5515531,-111.9239788,3,55,American,328
0.99992,0.38607,Narai Thai + Sushi,33.6272238,-111.8956455,4,60,Asian,329
0.77193,0.18029,Apple Store,33.6239133,-111.9251335,3.5,66,etc,330
0.98984,0.22153,The Hero Factory,33.449553,-112.075503,4,53,etc,331
0.58688,0.41848,Bar Smith,33.448587,-112.071756,3.5,90,Nightlife,332
0.7693,0.60623,MercBar,33.508704,-112.028081,4,93,Nightlife,333
0.60184,0.50949,Loving Hut,33.653685,-112.135621,4,79,Asian,334
0.23597,0.50345,North Fattoria Italiana,33.5087368,-111.9953195,4,103,American,335
0.9218,0.36629,Lee Lee Oriental Market,33.594892,-112.222145,4.5,84,Asian,336
0.88358,0.2332,Fairytale Brownies,33.403689,-111.981986,4,59,Asian,337
0.65507,0.56822,Upper Crust Pizza Patio Lounge & Wine Bar,33.67106847,-112.0301896,4,119,Nightlife,338
0.0407,0.7527,Pita Jungle,33.4150348,-111.9184724,4,263,Vegetarian,339
0.09513,0.75101,Mastro's Ocean Club,33.6241241,-111.9307637,4,184,American,340
0.32531,0.46504,Da Vng,33.5030185,-112.0999,4,170,Asian,341
0.95393,0.2434,NYPD Pizza,33.507557,-112.040116,4,80,Italian,342
0.53935,0.48797,Compass Arizona Grill,33.449858,-112.071886,3.5,78,American,343
0.92109,0.51819,Z's Greek,33.4953688,-111.9940154,4.5,132,Italian,344
0.82223,0.54308,Sushi Ken,33.3058378,-111.9927062,4,112,Asian,345
0.01827,0.63908,Joe's Real BBQ,33.3550442,-111.7895308,4,353,American,346
0.00012,0.81926,NOCA,33.5100097,-112.0152845,4,269,American,347
0.65038,0.1744,Bikram's Yoga College of India Central Phoenix,33.5102803,-112.0720329,4,39,Arts & Entertainment,348
0.67063,0.56116,World Of Beer,33.424522,-111.940409,3,66,Nightlife,349
0.46271,0.65728,W Scottsdale,33.5020654,-111.9242599,3.5,122,Hotels & Travel,350
0.64099,0.35677,Salt River Tubing and Recreation,33.573816,-111.537675,3.5,71,Arts & Entertainment,351
0.94898,0.32129,Hong Kong Gourmet Buffet,33.304138,-111.978392,4,61,etc,352
0.82044,0.3635,RA Sushi Bar Restaurant,33.6230152,-111.9297079,3.5,101,Asian,353
0.87976,0.44949,Harkins Cine Capri at Tempe Marketplace,33.4329724,-111.9043028,4,90,Arts & Entertainment,354
0.14739,0.86948,Canteen Modern Tequila Bar,33.4240504,-111.9400717,3.5,181,Nightlife,355
0.96371,0.26552,Pei Wei Asian Diner,33.466112,-112.082949,3,68,Asian,356
0.65276,0.39906,Taylor's Cafe,33.5108208,-111.9862703,3.5,77,Breakfast & Brunch,357
0.70322,0.59722,Timo Wine Bar,33.5650982,-112.0737503,4.5,83,American,358
0.00401,0.88397,Cheuvront,33.463308,-112.074519,3.5,183,Nightlife,359
0.88678,0.23957,BJ's Restaurant & Brewhouse,33.5517332,-112.2692793,3,63,Asian,360
0.70822,0.48252,Thai Elephant,33.421453,-111.950563,4,118,Asian,361
0.62462,0.35376,Radio Cafe,33.502702,-111.9959466,4,67,etc,362
0.93084,0.35426,Ling & Louie's Asian Bar and Grill,33.581511,-111.879218,3.5,77,Asian,363
0.82864,0.31433,Yogurtology,33.5092556,-112.0378823,4.5,76,Asian,364
0.98441,0.24222,Tasty Kabob,33.4150348,-111.9184724,4,58,etc,365
0.00018,0.75342,House of Tricks,33.423546,-111.937394,4,269,American,366
0.89938,0.34649,Roma Garden Ristorante,33.6117382,-111.9969697,4.5,71,American,367
0.3855,0.63763,Fleming's Prime Steakhouse & Wine Bar,33.53026968,-111.9263506,4.5,110,Nightlife,368
0.89946,0.44133,Texas BBQ House,33.3999435,-112.0297841,4.5,68,American,369
0.85929,0.40626,Phoenix Public Market,33.4563262,-112.0737079,4,60,Asian,370
0.96418,0.1897,Vincent's,33.3193788,-111.9778751,3.5,60,Italian,371
0.86238,0.1379,Miracle Mile Delicatessen,33.507557,-112.040116,3.5,70,etc,372
0.00434,0.8181,Cornish Pasty Company,33.422728,-111.951494,4.5,580,Nightlife,373
0.72296,0.3224,Wild Horse Pass Hotel and Casino,33.28156603,-111.9729567,3.5,72,Arts & Entertainment,374
0.23852,0.55456,Bourbon Steak,33.6459785,-111.9170571,4,100,American,375
0.21756,0.54798,Seasons 52,33.5102068,-112.0272041,4,145,American,376
0.39668,0.45877,Fate 905,33.4577071,-112.0686108,3,91,Asian,377
0.91107,0.41711,McCormick-Stillman Railroad Park,33.538154,-111.924569,4.5,82,Arts & Entertainment,378
0.83247,0.42693,Sol Y Sombra,33.519588,-111.909524,4,43,Nightlife,379
0.3228,0.58272,IKEA,33.3406452,-111.9701824,4,175,etc,380
0.96675,0.36225,The Strand,33.4471735,-112.073781,4,67,American,381
0.99129,0.25102,Viet Kitchen,33.6698624,-112.030859,3.5,70,Asian,382
0.38915,0.4854,Oregano's Pizza Bistro,33.581877,-111.925123,4,163,Italian,383
0.79103,0.42213,Bison Witches Bar & Deli,33.4238102,-111.9381604,3.5,98,Nightlife,384
0.42129,0.34123,Michael Dominick's Lincoln Avenue Prime Steakhouse,33.6239133,-111.9251335,3.5,73,etc,385
0.01084,0.93603,Yasu Sushi Bistro,33.5997262,-111.9872563,4,192,Asian,386
0.69136,0.68303,Grimaldi's Coal Brick-Oven Pizza,33.3086797,-111.7435862,4,111,Italian,387
0.98531,0.35091,The Street,33.394432,-111.875578,4.5,85,Asian,388
0.99847,0.32567,Sunflower Market,33.393113,-111.9111046,4,59,Asian,389
0.00002,0.92142,The Parlor,33.5094461,-112.0403946,4,489,Italian,390
0.70475,0.74923,The Westin Kierland Resort & Spa,33.6247596,-111.9329381,4,92,Hotels & Travel,391
0.55652,0.3241,Taliesin West,33.6066519,-111.8429811,4.5,96,etc,392
0.95548,0.32349,Comedor Guadalajara,33.4292429,-112.0737828,4,87,Mexican,393
0.61616,0.56842,Royal Palms Resort and Spa,33.5044082,-111.9691642,4.5,89,etc,394
0.32008,0.95462,Butterfield's Pancake House,33.5822084,-111.9216835,4,187,Breakfast & Brunch,395
0.61424,0.57486,China Magic Noodle House,33.3354566,-111.876337,4,148,Asian,396
0.63505,0.69947,Hob Nobs Cafe & Spirits,33.465462,-112.078017,3.5,93,Asian,397
0.76076,0.21887,Elephant Bar Restaurant,33.3053089,-111.9007734,3,92,Nightlife,398
0.67587,0.6867,Hyatt Regency Scottsdale Resort & Spa at Gainey Ranch,33.5670375,-111.9184649,4.5,135,Hotels & Travel,399
0.75232,0.18778,Buca di Beppo,33.632441,-112.236796,3,42,American,400
0.00964,0.92576,Grimaldi's Pizzeria,33.4938414,-111.9268138,4,287,Italian,401
0.04191,0.75101,Posh Improvisational Cuisine,33.506941,-111.926536,4,144,etc,402
0.9282,0.31428,Jade Bar,33.5222185,-111.9595033,4,61,Nightlife,403
0.87675,0.33276,Four Seasons Resort Scottsdale at Troon North,33.732153,-111.8537306,4,53,Hotels & Travel,404
0.83804,0.17168,Mimita's Cuban Cafe,33.334619,-111.84268,3.5,77,etc,405
0.80713,0.36244,Biltmore Fashion Park,33.5102068,-112.0272041,4,74,etc,406
0.32254,0.79622,Old Town Tortilla Factory Scottsdale,33.4931793,-111.9320931,3,138,Nightlife,407
0.73852,0.53902,Tea Infusion,33.43260531,-111.9049466,3.5,79,Asian,408
0.96415,0.40987,Pink Spot,33.47999,-112.076505,4,84,Asian,409
0.98288,0.32797,Cave Creek Coffee Company,33.8332781,-111.9513452,4,58,Asian,410
0.28061,0.71819,Phoenix City Grille,33.5229858,-112.0476585,4,134,American,411
0.63332,0.59303,Wandering Horse Buffet,33.54090284,-111.8697238,4,114,Asian,412
0.11344,0.64022,Pita Jungle,33.4952769,-111.9884173,4,197,Vegetarian,413
0.52628,0.67799,T.C. Eggington's,33.384398,-111.858873,4,130,Breakfast & Brunch,414
0.00008,0.90045,Gallo Blanco Cafe,33.49112,-112.079081,4,549,Mexican,415
0.30473,0.69722,The Duce,33.4423345,-112.0736563,3.5,118,Nightlife,416
0.95991,0.35017,Siam Thai Cusine,33.534184,-112.174034,4.5,82,Asian,417
0.96865,0.44824,Pholicious,33.5958042,-112.2226374,3.5,57,Asian,418
0.99949,0.25436,La's Thai Cuisine,33.464349,-111.908369,4,54,Asian,419
0.66649,0.37007,Claim Jumper,33.378926,-111.964813,3.5,83,American,420
0.11432,0.67259,Cafe ZuZu,33.492914,-111.933566,4,130,Nightlife,421
0.43319,0.38161,Tarbell's,33.5097999,-112.0122745,4.5,107,American,422
0.28565,0.42519,US Airways,33.4360415,-111.9956337,2,197,Hotels & Travel,423
0.03536,0.73934,Frank & Lupe's Old Mexico,33.495263,-111.928554,3,193,Mexican,424
0.69408,0.41263,Los Dos Molinos,33.409735,-111.857263,4,143,Nightlife,425
0.26134,0.5477,Harlow's Cafe,33.4218047,-111.9533039,4,184,American,426
0.0037,0.82042,Four Peaks Brewing Co,33.4194512,-111.915926,4.5,735,Nightlife,427
0.98273,0.31897,Wildflower Bread Company,33.6674187,-112.1203279,4,54,Breakfast & Brunch,428
0.2436,0.56724,Pho Thanh,33.5097112,-112.0962274,4,184,Asian,429
0.92706,0.39052,Dukes Sports Bar & Grill,33.4661258,-111.9175385,3,72,Nightlife,430
0.42721,0.57761,RA Sushi Bar Restaurant,33.4261603,-111.939838,2.5,145,Nightlife,431
0.99305,0.05384,Elmer's Tacos,33.3090064,-111.8411708,4,86,Mexican,432
0.80074,0.6775,32 SHEA,33.5832073,-112.0131291,4.5,120,etc,433
0.96637,0.33521,Z'Tejas Southwestern Grill,33.5834449,-111.9770187,4,85,etc,434
0.83598,0.48765,Sauce,33.5019817,-111.9276185,3.5,98,Italian,435
0.9235,0.39968,Verde,33.457457,-112.072164,4,55,Mexican,436
0.03134,0.74348,My Florist Cafe,33.466104,-112.081655,3,140,etc,437
0.70975,0.43809,Children's Museum Of Phoenix,33.4503996,-112.0648845,4.5,101,etc,438
0.92595,0.44169,Nami,33.469968,-112.065431,4.5,83,Asian,439
0.01111,0.62768,Christopher's Restaurant/Crush Lounge,33.5102068,-112.0272041,3.5,127,Nightlife,440
0.15084,0.50341,AMC Esplanade 14,33.508118,-112.027582,4,167,Arts & Entertainment,441
0.80412,0.43696,Sanctuary Resort On Camelback Mountain,33.5222185,-111.9595033,4.5,80,Hotels & Travel,442
0.58554,0.43019,Maui Dog,33.4951793,-112.0050934,4.5,103,etc,443
0.90356,0.2299,Buffalo Exchange,33.5164842,-112.0632767,3,49,etc,444
0.00006,0.95727,Olive & Ivy,33.5019817,-111.9276185,4,358,American,445
0.99776,0.2169,Los Compadres Mexican Food,33.5008018,-112.0824532,4,77,Mexican,446
0.80966,0.41453,Mariscos Playa Hermosa,33.4576266,-112.0474748,4.5,84,American,447
0.47801,0.61686,Crescent Ballroom,33.4517161,-112.0764371,4.5,145,Arts & Entertainment,448
0.09584,0.6988,Lon's At the Hermosa,33.5183691,-112.0047498,4,125,American,449
0.41796,0.62238,The Fry Bread House,33.4964751,-112.0839659,4,179,American,450
0.99011,0.17482,Thai Basil,33.4164522,-111.9261561,4,55,Asian,451
0.44654,0.74849,The Lodge,33.5009333,-111.9202691,4,131,Nightlife,452
0.06787,0.79804,Sapporo,33.616418,-111.92631,3.5,235,American,453
0.21979,0.67521,Mi Patio Mexican Restaurant,33.4874748,-112.0830342,4,189,Mexican,454
0.94677,0.25089,RA Sushi Bar Restaurant,33.3197625,-111.9780071,3,94,Asian,455
0.73891,0.39008,Szechwan Palace,33.4552907,-111.9878697,3.5,81,Asian,456
0.84416,0.24053,Pollack Tempe Cinemas,33.3490394,-111.9100097,4,66,Arts & Entertainment,457
0.59362,0.27898,Pita Jungle,33.6396834,-112.219969,4,108,Vegetarian,458
0.45542,0.60495,El Chorro,33.532125,-111.96086,4,94,American,459
0.34054,0.39276,Province Restaurant,33.4516715,-112.0733143,3.5,87,American,460
0.92112,0.35138,A Taste of the Caribbean,33.37797829,-111.9366172,4,60,etc,461
0.887,0.42467,Culver's,33.5092039,-112.0629224,3.5,75,American,462
0.06377,0.81796,Local Breeze,33.4549678,-112.0791022,4,158,American,463
0.84048,0.48719,Crackers & Co Cafe,33.347591,-111.95738,4,110,Breakfast & Brunch,464
0.00266,0.79046,The Breadfruit,33.4556584,-112.0719926,3.5,199,Nightlife,465
0.50212,0.59173,Angels Trumpet Ale House,33.4570868,-112.0714138,3.5,100,Nightlife,466
0.464,0.63734,Spotted Donkey Cantina,33.5560781,-111.8987064,3.5,113,Nightlife,467
0.60542,0.56805,Primebar,33.6236715,-111.9251782,3,87,Nightlife,468
0.36387,0.5356,Arizona Biltmore Resort & Spa,33.5160662,-112.029562,4,138,etc,469
0.50899,0.36557,Melting Pot,33.3156591,-112.0048589,3.5,88,etc,470
0.94199,0.15532,Pink Pepper Thai Cusine,33.362719,-111.8761389,3.5,57,Asian,471
0.2632,0.49652,Chase Field,33.444799,-112.066662,4,217,Arts & Entertainment,472
0.93606,0.43479,25 Degrees,33.6753442,-111.9633667,3.5,59,American,473
0.99803,0.71808,Eden's Grill Inn,33.6128816,-111.9778065,4.5,81,Italian,474
0.85432,0.33951,Feeney's Restaurant and Bar,33.530141,-112.0563984,4,64,Nightlife,475
0.74243,0.34287,The Big Bang,33.4253394,-111.9398532,3.5,122,etc,476
0.07742,0.80002,Wildfish Seafood Grille,33.50200362,-111.928035,4,194,American,477
0.70097,0.18838,Arizona Humane Society,33.3631506,-112.0919692,4.5,34,etc,478
0,0.96134,Chelsea's Kitchen,33.5123186,-111.995355,4,453,Breakfast & Brunch,479
0.79058,0.51545,Chakra 4 Vegetarian Restaurant,33.5065554,-112.0388616,4,79,etc,480
0.93271,0.43875,Five Guys Burgers and Fries,33.6401855,-112.0675947,3.5,94,American,481
0.39712,0.61287,Aunt Chilada's,33.545329,-112.043169,3.5,155,Mexican,482
0.99831,0.20874,Andrew's BBQ,33.3637662,-111.9304053,4,63,American,483
0.7867,0.32554,Paisley Violin,33.4549264,-112.086757,3.5,63,Italian,484
0.42456,0.48546,Chompie's Restaurant & Bakery,33.58224197,-111.8823461,3,132,Asian,485
0.63111,0.50849,Urban Cookies,33.5061711,-112.0647931,4.5,124,Asian,486
0.00098,0.763,Hillstone,33.510026,-112.024174,4,210,American,487
0.37038,0.45555,Maggiano's Little Italy,33.63606,-111.924248,3.5,123,American,488
0.85254,0.35437,Mido Sushi,33.32020379,-111.9446939,4,90,Asian,489
0.72302,0.40547,The Oink Cafe,33.5997853,-111.9869486,3.5,74,Breakfast & Brunch,490
0.74495,0.45508,zpizza,33.479992,-112.076718,3.5,108,etc,491
0.87082,0.35658,Miele's Italian Bistro,33.3637746,-111.9095295,4,78,American,492
0.98267,0.30671,Press Coffee Roasters,33.6235377,-111.925553,4.5,71,Asian,493
0.1974,0.86813,O.H.S.O. Eatery + nanoBrewery,33.495018,-111.975898,4,153,Asian,494
0.7997,0.01933,Tutti Santi by Nina,33.546608,-112.047023,4,54,American,495
0.99426,0.34342,Swaddee Thai Cuisine,33.3197988,-111.929773,4,77,Asian,496
0.91039,0.4296,Aunt Chilada's Tempe,33.3777355,-111.9709188,2.5,79,Mexican,497
0.65586,0.30747,Vincent's On Camelback,33.5100523,-111.9963126,3.5,69,etc,498
0.40528,0.45747,Sushi Brokers,33.64053,-111.92477,3.5,161,Asian,499
0.67138,0.33292,In-N-Out Burger,33.4352894,-111.9248982,4,137,American,500
0.80922,0.38609,Z'Tejas Southwestern Grill,33.4245625,-111.9409053,3.5,108,etc,501
0.93178,0.2008,Nee House Chinese Resturant,33.6128816,-111.9778065,3.5,75,Asian,502
0.66898,0.56826,Coach House,33.4946362,-111.9299092,4,114,etc,503
0.82808,0.25922,Arriba Mexican Grill,33.625484,-111.891628,2.5,64,Mexican,504
0.78168,0.94602,Lola,33.5095175,-112.0638736,3.5,69,Asian,505
0.76215,0.25353,AJ's Purveyor of Fine Foods,33.509562,-112.0736825,4,62,Asian,506
0.90257,0.27235,Flores Air Conditioning and Heating,33.5636878,-112.0595603,4.5,55,etc,507
0.86257,0.27247,Willow Stream Spa at the Fairmont,33.64561733,-111.9171184,4.5,43,etc,508
0.96749,0.30089,British Open English Pub & Grill,33.46339228,-111.9270031,3.5,57,Nightlife,509
0.18213,0.79763,Bandera,33.492381,-111.9259469,4,188,American,510
0.29139,0.51337,Giuseppe's on 28th,33.496175,-112.020561,3.5,141,American,511
0.17086,0.68792,Hillside Spot,33.331655,-111.982113,3.5,150,American,512
0.95908,0.39106,Yogurtland,33.4342595,-111.9252882,4.5,89,Asian,513
0.8954,0.14104,Matador Restaurant,33.4492272,-112.0722653,3,59,Italian,514
0.00676,0.86462,Roaring Fork,33.50869528,-111.9270802,4,293,American,515
0.40361,0.54414,Queen Creek Olive Mill,33.22078481,-111.5832712,4,149,etc,516
0.64022,0.4618,Bertha's Caf,33.4952045,-112.0142961,4.5,135,Breakfast & Brunch,517
0.83638,0.47965,The Saguaro,33.4940321,-111.9218306,4,48,American,518
0.38804,0.56332,Stacy's Smokehouse,33.4948853,-112.0455993,3.5,124,American,519
0.47753,0.53845,RigaTony's,33.3359104,-111.9080449,4,129,American,520
0.98738,0.38892,Camelback Ranch,33.5132266,-112.2948244,4,66,Arts & Entertainment,521
0.75482,0.30402,Corleone's,33.4261603,-111.939838,3,79,etc,522
0.9343,0.23406,Blue 32 Sports Grill,33.542167,-111.925061,3.5,67,Nightlife,523
0.63544,0.49164,King's Fish House,33.4327837,-111.9062854,3.5,85,American,524
0.43578,0.53946,El Encanto,33.8321973,-111.9453694,3.5,145,Mexican,525
0.86535,0.11232,Fleming's Prime Steakhouse & Wine Bar,33.5515097,-112.2691041,4.5,54,Nightlife,526
0.71386,0.33602,Smeeks,33.5102068,-112.0272041,4,95,Asian,527
0.68216,0.39879,Oregano's Pizza Bistro,33.3559111,-111.7898601,4,108,Italian,528
0.90988,0.47329,Taberna Mexicana,33.5394273,-111.9245481,4,51,Mexican,529
0.00113,0.8964,5th and Wine,33.497568,-111.929223,4,246,Nightlife,530
0.86982,0.56177,Royal Taj,33.406846,-111.907542,4,79,etc,531
0.94777,0.71866,Flavors Of Louisiana,33.461736,-112.335666,4,92,etc,532
0.50879,0.7856,Tottie's Asian Fusion,33.4799784,-111.9107414,4,130,Asian,533
0.59825,0.46253,Benihana,33.3057308,-111.8960397,3.5,100,etc,534
0.12458,0.62518,Mellow Mushroom,33.42263,-111.940813,3,156,Italian,535
0.76407,0.29098,Bookmans Entertainment Exchange,33.5542912,-112.0999796,4,81,etc,536
0.89511,0.22294,The Good Egg,33.5266038,-111.924627,3.5,69,Breakfast & Brunch,537
0.57034,0.52157,Chicago Hamburger Co,33.495084,-111.999963,4,153,American,538
0.94405,0.52679,Mama Java's Coffee House,33.4950814,-112.0032205,4,79,Asian,539
0.12085,0.88683,Moira Sushi,33.4564268,-112.0704276,3.5,156,Asian,540
0.44505,0.85241,Thai Hut,33.4657394,-112.0724302,3.5,126,Asian,541
0.00014,0.88019,Roka Akor,33.542193,-111.925634,4,315,American,542
0.72878,0.43667,Lee Lee Oriental Supermarket,33.337009,-111.875775,4.5,136,Asian,543
0.47179,0.39053,Different Pointe of View,33.594818,-112.065439,4,93,Italian,544
0.8506,0.58342,Grimaldi's Pizzeria,33.5515304,-112.2707018,3.5,89,Italian,545
0.79584,0.46751,Tea Lite Cafe,33.6556844,-111.9300279,4,120,Asian,546
0.73841,0.17037,Valley Metro,33.451661,-112.075516,2.5,29,Hotels & Travel,547
0.0003,0.92128,Windsor,33.51369719,-112.0734119,4,326,American,548
0.62219,0.6654,The Living Room,33.2614572,-111.8830248,3.5,124,American,549
0.53757,0.28862,Chompie's Restaurant & Bakery,33.60293182,-111.9811897,3.5,115,Asian,550
0.83463,0.58242,Yucca Tap Room,33.392617,-111.940498,4,83,Arts & Entertainment,551
0.46758,0.84646,Sakana Sushi & Grill,33.5381018,-111.9085143,4,141,Asian,552
0.93502,0.23301,Pie Zanos Kitchen,33.639544,-112.168382,3.5,60,Italian,553
0.804,0.38245,Uncle Sal's Italian Restaurant,33.4862787,-111.9102055,4,80,American,554
0.73928,0.07148,Tutti Santi By Nina,33.624662,-111.943525,4,76,American,555
0.85274,0.32057,Original Wineburger,33.5252672,-112.0995348,3.5,64,American,556
0.36591,0.57557,Corbin's Bar and Grill,33.563845,-112.073533,4,108,Asian,557
0.90011,0.35242,Secreto,33.305824,-111.991311,3.5,80,Mexican,558
0.98829,0.29503,Pho Van,33.3370939,-111.8760633,4,102,Asian,559
0.78481,0.66157,Baby Kay's Cajun Kitchen,33.5092898,-112.0364736,3.5,121,etc,560
0.42617,0.62985,Tacos Atoyac,33.5386441,-112.0986063,4.5,182,Mexican,561
0.95064,0.43093,Dragon Palace,33.6123075,-112.0124654,4,55,Asian,562
0.16839,0.5327,Binkley's,33.8303701,-111.9317707,4.5,109,American,563
0.88812,0.28149,The Keg Steakhouse & Bar,33.30732513,-111.7417117,3.5,68,American,564
0.01269,0.72815,Indulge Burgers & More,33.5808348,-111.9268582,4,218,American,565
0.33597,0.78067,Coronado Cafe,33.4712477,-112.0650649,4,128,American,566
0.40339,0.57115,The Old Spaghetti Factory,33.4642695,-112.0741442,3,126,American,567
0.8388,0.14005,Hard Rock Cafe,33.44688506,-112.0710759,2.5,60,American,568
0.67658,0.58364,Tott's Asian Diner,33.321266,-111.911648,4,153,Asian,569
0.17722,0.92862,Bomberos Cafe & Wine Bar,33.5650982,-112.0737503,4,135,Nightlife,570
0.80203,0.48605,Jobing.com Arena,33.531484,-112.26167,4,73,Arts & Entertainment,571
0.6892,0.56935,Smashburger,33.507713,-112.040047,3.5,138,American,572
0.30959,0.58113,Renegade Tap & Kitchen,33.5814339,-111.8795353,4,94,American,573
0.04378,0.72486,Elements,33.5222185,-111.9595033,4,169,American,574
0.84378,0.37821,Frasher's Steak House & Lounge,33.4716326,-111.9263131,4,78,American,575
0.76347,0.32516,La Stalla Cucina Rustica,33.3046998,-111.8423994,4,70,American,576
0.72879,0.19291,The Melting Pot,33.5559206,-111.8989972,3.5,73,etc,577
0.98435,0.06362,Someburros,33.37769773,-111.9388856,3.5,90,Mexican,578
0.60176,0.22926,Prado,33.5388471,-111.9641728,3.5,61,American,579
0.9468,0.23587,Cheese 'n Stuff,33.5102512,-112.0739972,4.5,58,etc,580
0.75145,0.69273,Khai Hoan Restaurant,33.4146742,-111.913402,4,143,Asian,581
0.82372,0.57791,Indian Delhi Palace,33.4657562,-111.9718284,3.5,98,etc,582
0.69077,0.05695,Richardson's Cuisine of New Mexico,33.530341,-112.047095,3.5,62,etc,583
0.07666,0.68402,Chompie's Restaurant & Bakery,33.4222653,-111.9199824,3.5,221,Asian,584
0.52903,0.46156,Blue Martini,33.6753306,-111.9633729,3.5,107,Nightlife,585
0.89868,0.54646,Renaissance Phoenix,33.4495944,-112.0732071,3,50,Hotels & Travel,586
0.80716,0.36062,Green New American Vegetarian,33.4702022,-112.0653186,4.5,111,Vegetarian,587
0.99982,0.38429,Fresh Wasabi,33.637161,-112.19974,4,79,American,588
0.66376,0.81507,Zen 32,33.5100455,-112.01408,3,110,Asian,589
0.57971,0.36315,Ruth's Chris Steak House,33.546,-111.96828,4,76,American,590
0.73439,0.57535,Fair Trade Cafe,33.4593954,-112.0742496,4,129,Asian,591
0.82883,0.21063,Elephant Bar,33.6556823,-111.9300145,3.5,56,Asian,592
0.90351,0.27451,Casella's Italian Delicatessen,33.5227721,-111.9001502,4.5,66,etc,593
0.25903,0.62989,Fuego Tacos,33.50853302,-112.0290667,3.5,129,etc,594
0.93933,0.55548,SakeBomber Sushi & Grill,33.407088,-111.911549,3.5,91,Asian,595
0.07809,0.80934,Los Reyes de la Torta,33.5708131,-112.0657374,4,268,Mexican,596
0.97556,0.3179,Culver's,33.6836757,-112.0984072,4,63,Asian,597
0.52274,0.46102,Phoenix Art Museum,33.4673017,-112.0734116,4.5,145,etc,598
0.94487,0.2862,Capriotti's Sandwich Shop,33.3046962,-111.9777693,4,74,etc,599
0.97554,0.31497,Blue 32 Sports Grill,33.3072791,-111.7565009,4,74,Nightlife,600
0.72185,0.24625,Forefathers Gourmet Cheesesteaks & Fries,33.3351559,-111.9631173,4,106,etc,601
0.97261,0.38883,Fajitas A Sizzlin Celebration,33.5763551,-112.1164397,3.5,55,Mexican,602
0.80396,0.45168,Rhythm Room,33.4942179,-112.059748,4,80,Nightlife,603
0.47381,0.59017,Scott's Generations Restaurant & Delicatessen,33.5175821,-112.064846,3.5,115,etc,604
0.95913,0.60646,Tim Finnegan's Irish Pub,33.569402,-112.1204191,4,77,Nightlife,605
0.99847,0.29888,Thai House,33.6267322,-111.8912034,4,95,Asian,606
0.09972,0.7431,Rula Bula,33.426368,-111.9398551,3.5,238,Nightlife,607
0.39471,0.51834,Heart Attack Grill,33.304775,-111.947948,3,110,American,608
0.85696,0.51307,Thai Rama,33.306499,-111.877846,3.5,125,Asian,609
0.06416,0.50644,T Cook's Restaurant & Lounge,33.4962205,-111.9641728,4,136,Nightlife,610
0.00009,0.85404,Tuck Shop,33.472853,-112.056065,4.5,227,American,611
0.0503,0.86835,Blanco,33.546,-111.96828,3.5,214,Mexican,612
0.08791,0.66191,Centurion,33.458871,-112.077177,4,126,American,613
0.89856,0.56262,Udupi Indian Veg & Vegan Cuisine,33.4480659,-111.9270202,3.5,89,Vegetarian,614
0.44411,0.4984,Grand Lux Cafe,33.5025941,-111.9296765,3.5,99,Asian,615
0.80345,0.32872,Ruth's Chris Steak House,33.5088428,-112.0342897,4,65,American,616
0.17518,0.76238,Rustler's Rooste,33.3702541,-111.9741847,3.5,176,American,617
0.78265,0.73359,Lola Coffee,33.4587437,-112.0775732,4,107,Asian,618
0.87105,0.50621,The Tavern On Mill,33.426351,-111.940137,3.5,80,Nightlife,619
0.12479,0.60972,Pita Jungle,33.319395,-111.874965,4,157,Vegetarian,620
0.10175,0.59544,Studio Movie Grill,33.62730431,-111.8947666,3.5,171,Arts & Entertainment,621
0.42815,0.45081,Kitchen 56,33.4881846,-111.9608249,3.5,99,American,622
0.914,0.40486,Thai E-San,33.4951554,-112.0822129,3.5,79,Asian,623
0.93646,0.26625,Picazzo's Organic Italian Kitchen,33.3350531,-111.9445728,4,89,Italian,624
0.82793,0.4352,The Armadillo Grill,33.5093736,-112.0409502,4,102,Nightlife,625
0.1177,0.58302,Alice Cooperstown,33.44480198,-112.0721177,3.5,207,Nightlife,626
0.65248,0.68563,Xtreme Bean Coffee Company,33.3926383,-111.9110915,3.5,122,Asian,627
0.79928,0.38879,The Boulders,33.8000576,-111.9280264,4,49,etc,628
