X,Y,numReview,avgReview,num,age,sex,job,zip,lat,lon,
0.068307,0.39732,43,3.6977,357,40,M,educator,10022,40.759,-73.968,
0.053429,0.54147,27,3.9259,358,22,M,student,61801,40.134,-88.182,
0.25009,0.34798,102,3.9608,359,51,M,other,98027,47.497,-122.011,
0.30299,0.3335,121,3.7769,360,22,M,student,44074,41.295,-82.228,
0.0050662,0.4957,25,3.36,361,35,F,homemaker,85233,33.335,-111.815,
0.54926,0.62798,311,3.0547,362,20,M,student,87501,35.697,-105.982,
0.0073213,0.46506,20,3.45,363,63,M,engineer,1810,42.648,-71.166,
0.055887,0.51104,58,3.3793,364,29,M,lawyer,20009,38.919,-77.04,
0.077589,0.47671,33,4.3939,365,20,F,student,50670,42.674,-92.633,
0.11613,0.51656,58,4.1552,366,17,M,student,37411,35.035,-85.245,
0.08902,0.49924,45,3.2889,367,18,M,student,92113,32.695,-117.122,
0.047681,0.46871,22,4,368,24,M,student,91335,33.787,-118.299,
0.20297,0.3471,75,3.6933,369,52,M,writer,8534,40.329,-74.814,
0.21718,0.46875,51,4.098,370,36,M,engineer,99206,47.665,-117.373,
0.11951,0.50839,66,4.303,371,25,F,student,66046,38.879,-95.315,
0.5794,0.47326,233,3.7339,372,24,F,other,55116,44.911,-93.165,
0.52411,0.76606,274,3.3102,373,36,M,executive,78746,30.297,-97.818,
0.06437,0.46866,28,3.6786,374,17,M,entertainment,37777,35.828,-84.045,
0.070868,0.43382,30,3.7333,375,28,F,other,10010,40.739,-73.984,
0.072992,0.49432,33,3.9091,376,22,M,student,18015,40.589,-75.352,
0.70512,0.66154,375,3.424,377,35,M,student,2859,41.964,-71.723,
0.57012,0.33122,196,3.9898,378,44,M,programmer,98117,47.432,-121.803,
0.36053,0.34127,162,3.1975,379,32,M,engineer,55117,45.002,-93.106,
0.2683,0.35686,127,3.811,380,33,M,artist,94608,37.834,-122.295,
0.11492,0.40325,53,3.4717,381,45,M,engineer,1824,42.446,-71.459,
0.19704,0.24709,71,4.3803,382,42,M,administrator,75204,32.8,-96.781,
0.0065829,0.48222,22,4.1364,383,52,M,programmer,45218,39.277,-84.521,
0.45291,0.18445,281,3.2954,384,36,M,writer,10003,40.73,-73.989,
0.051777,0.52952,23,3.6522,385,36,M,salesman,43221,39.969,-83.011,
0.61482,0.4659,304,3.3618,386,33,M,entertainment,37412,35.002,-85.238,
0.074247,0.58282,52,4.1731,387,31,M,other,36106,32.353,-86.258,
0.59358,0.21118,271,3.7048,388,44,F,writer,83702,43.662,-116.195,
0.034033,0.47389,31,3.8387,389,42,F,writer,85016,33.277,-112.187,
0.33779,0.3385,121,3.7686,390,23,M,student,84604,40.317,-111.608,
0.19102,0.3555,111,4.045,391,52,M,writer,59801,46.854,-113.909,
0.61196,0.9135,448,3.3371,392,19,M,student,83686,43.55,-116.613,
0.42881,0.73281,149,3.8591,393,25,M,administrator,96819,21.373,-157.902,
0.15276,0.52902,57,3.8947,394,43,M,other,44092,41.597,-81.459,
0.062471,0.60663,54,3.4074,395,57,M,engineer,94551,37.68,-121.921,
0.24017,0.36488,102,3.7059,396,17,M,student,27514,36.005,-79.054,
0.49858,0.33571,172,3.7093,397,40,M,other,60008,42.074,-88.027,
0.49503,0.73418,319,2.9373,398,25,M,other,92374,34.154,-116.898,
0.0040286,0.48504,22,3.5909,399,33,F,administrator,78213,29.438,-98.462,
0.31406,0.40935,153,3.1176,400,46,F,healthcare,84107,40.657,-111.89,
0.17133,0.49594,68,3.8971,401,30,M,engineer,95129,37.189,-121.705,
0.097603,0.6118,50,3.68,402,37,M,other,6811,41.423,-73.479,
0.015608,0.50913,44,3.25,403,29,F,programmer,55108,44.981,-93.177,
0.63465,0.46451,737,1.8345,404,22,F,healthcare,10019,40.766,-73.985,
0.72911,0.23686,342,3.5322,405,52,M,educator,93109,34.407,-119.724,
0.5647,0.47645,226,3.469,406,29,M,engineer,3261,43.209,-71.203,
0.0073439,0.48429,27,3.7407,407,23,M,student,61755,40.53,-89.37,
0.42116,0.1207,203,3.5911,408,48,M,administrator,98225,48.748,-122.454,
0.0050184,0.46577,28,3.0357,409,30,F,artist,94025,37.44,-122.186,
0.21156,0.49604,58,3.7759,410,34,M,educator,44691,40.831,-81.895,
0.17531,0.45615,51,3.9412,411,25,M,educator,15222,40.434,-80.025,
0.057833,0.50414,50,3.66,412,55,M,educator,78212,29.439,-98.493,
0.020958,0.48756,25,3.88,413,24,M,programmer,38115,35.058,-89.864,
0.073581,0.4367,24,4.1667,414,39,M,educator,85711,32.214,-110.884,
0.88509,0.79304,493,3.8458,415,20,F,student,92626,33.683,-117.778,
0.65133,0.68253,365,3.2466,416,27,F,other,48103,42.267,-83.849,
0.005768,0.4761,20,2.9,417,55,F,none,21206,39.337,-76.553,
0.099772,0.41368,32,4.2188,418,37,M,lawyer,43215,39.892,-82.877,
0.060013,0.39238,36,4.1667,419,53,M,educator,2140,42.393,-71.134,
0.206,0.42403,62,3.8548,420,38,F,programmer,55105,44.935,-93.161,
0.12722,0.55144,97,3.4639,421,26,M,entertainment,94533,38.278,-122.02,
0.039142,0.52358,64,3.5781,422,64,M,other,91606,33.787,-118.299,
0.043188,0.4745,44,3.3636,423,36,F,marketing,55422,45.01,-93.342,
0.32572,0.61114,204,2.9559,424,19,M,student,58644,47.402,-102.622,
0.24946,0.20796,101,3.8317,425,55,M,educator,1602,42.275,-71.847,
0.0020611,0.47209,31,4.5484,426,51,M,doctor,85258,33.553,-111.88,
0.0029079,0.49064,55,3.9273,427,28,M,student,55414,44.975,-93.234,
0.8329,0.50269,414,3.3937,428,27,M,student,29205,33.988,-81,
0.12686,0.47787,65,3.5538,429,38,M,scientist,98199,47.777,-122.264,
0.0026874,0.48113,21,3.381,430,24,M,marketing,92629,33.486,-117.696,
0.097439,0.64732,62,3.7097,431,22,M,entertainment,50311,41.64,-93.717,
0.064891,0.44122,41,3.5122,432,27,M,artist,11211,40.708,-73.945,
0.057686,0.5645,44,3.7045,433,16,F,student,49705,45.366,-84.43,
0.70361,0.76082,379,3.3166,434,24,M,engineer,60007,42.02,-87.906,
0.29442,0.56792,145,3.7517,435,30,F,administrator,17345,39.954,-76.836,
0.59174,0.29121,263,3.5817,436,27,F,other,20009,38.919,-77.04,
0.056492,0.54963,33,4.0606,437,51,F,administrator,43204,39.969,-83.011,
0.042638,0.50875,31,3.7097,438,23,F,administrator,20817,38.99,-77.154,
0.034386,0.43644,51,4.1765,439,30,M,other,48076,42.498,-83.206,
0.033691,0.51459,20,3.5,440,50,M,technician,55013,45.363,-92.902,
0.29938,0.63241,143,3.1259,441,22,M,student,85282,33.397,-111.929,
0.015257,0.48142,24,3.375,442,35,M,salesman,33308,26.098,-80.182,
0.023979,0.47097,24,3.7917,443,51,F,lawyer,53202,43.043,-87.895,
0.13217,0.52545,135,1.9852,444,21,M,writer,92653,33.596,-117.716,
0.0020425,0.46894,36,2.75,445,57,M,educator,60201,42.049,-87.702,
0.32964,0.62353,139,3.5971,446,30,M,administrator,55113,45.014,-93.157,
0.0063955,0.44965,38,3.3421,447,23,M,entertainment,10021,40.769,-73.96,
0.091765,0.43555,75,3.7467,448,23,M,librarian,55021,44.363,-93.267,
1,0.40875,540,3.8648,449,35,F,educator,11758,40.755,-73.602,
0,0.51617,98,2.7347,450,16,M,student,48446,43.121,-83.32,
0.48871,0.28331,206,3.4126,451,35,M,administrator,28018,35.441,-81.789,
0.34941,0.64731,156,3.2885,452,18,M,student,6333,41.379,-72.237,
0.44366,0.42665,236,2.9788,453,57,M,other,97330,44.64,-123.276,
0.40778,0.59198,189,3.5026,454,48,M,administrator,83709,43.558,-116.276,
0.44049,0.42953,217,3.4562,455,24,M,technician,31820,32.566,-84.851,
0.76195,0.59654,277,4.0253,456,33,F,salesman,30011,34.019,-83.826,
0.39139,0.33554,183,3.6885,457,47,M,technician,Y1A6B,300,300,
0.16805,0.66795,118,3.3814,458,22,M,student,29201,33.987,-81.025,
0.056295,0.46605,68,3.4118,459,44,F,other,60630,41.812,-87.687,
0.017626,0.46624,23,3,460,15,M,student,98102,47.432,-121.803,
0.035341,0.51009,33,4,461,19,F,student,2918,41.841,-71.44,
0.097557,0.54578,133,2.8647,462,48,F,healthcare,75218,32.839,-96.699,
0.069387,0.47808,53,4.0377,463,60,M,writer,94583,37.769,-121.976,
0.21175,0.38231,80,3.4375,464,32,M,other,5001,43.592,-72.464,
0.20013,0.59527,101,3.4653,465,22,M,student,90804,33.786,-118.136,
0.069757,0.52797,44,3.6818,466,29,M,engineer,91201,33.787,-118.299,
0.41388,0.47724,143,3.993,467,28,M,engineer,2341,42.056,-70.876,
0.12507,0.31886,43,4.5349,468,60,M,educator,78628,30.692,-97.756,
0.077146,0.52905,57,3.5789,469,24,M,programmer,10021,40.769,-73.96,
0.068391,0.49793,31,3.3871,470,10,M,student,77459,29.324,-95.65,
0.62897,0.90975,263,4.2281,471,24,M,student,87544,35.85,-106.288,
0.045294,0.45218,35,3.9143,472,29,M,student,94708,37.892,-122.26,
0.81759,0.17667,327,4.0826,473,51,M,executive,93711,36.83,-119.828,
0.027215,0.45202,20,3.6,474,30,M,programmer,75230,32.887,-96.77,
0.1749,0.49565,83,3.3735,475,28,M,student,60440,41.623,-88.022,
0.066101,0.52392,35,4.4571,476,23,F,student,2125,42.315,-71.067,
0.26673,0.52412,113,3.4159,477,29,M,other,10019,40.766,-73.985,
0.47858,0.50569,202,3.4208,478,30,M,educator,55409,44.925,-93.289,
0.17461,0.37178,60,3.7333,479,57,M,retired,98257,48.414,-122.508,
0.17481,0.38898,56,3.9821,480,73,M,retired,37771,35.826,-84.284,
0.018659,0.49323,26,3.4231,481,18,F,student,40256,38.189,-85.677,
0.1122,0.49464,59,3.0508,482,29,M,scientist,43212,39.969,-83.011,
0.43524,0.69473,139,3.9928,483,27,M,student,21208,39.385,-76.727,
0.0055854,0.4615,26,3.0385,484,44,F,educator,95821,38.627,-121.438,
0.13435,0.61035,189,3.2222,485,39,M,educator,93101,34.422,-119.707,
0.52773,0.78764,231,3.645,486,22,M,engineer,92121,32.904,-117.208,
0.38411,0.42035,154,3.3571,487,48,M,technician,21012,39.031,-76.623,
0.0027788,0.53181,109,3.7248,488,55,M,other,45218,39.277,-84.521,
0.067869,0.51042,57,2.7895,489,29,F,artist,V5A2B,300,300,
0.060306,0.42921,33,3.8485,490,43,F,writer,53711,43.021,-89.418,
0.14213,0.3317,55,3.5273,491,57,M,educator,94618,37.843,-122.24,
0.35749,0.59471,135,3.7556,492,22,M,engineer,60090,42.124,-87.934,
0.13717,0.44821,47,3.8723,493,38,F,administrator,49428,42.919,-85.843,
0.56923,0.60187,213,3.9531,494,29,M,engineer,3052,42.887,-71.485,
0.26847,0.47789,129,3.031,495,21,F,student,55414,44.975,-93.234,
0.51781,0.75946,279,3.1792,496,20,M,student,50112,41.685,-92.63,
0.31235,0.32529,149,3.2886,497,26,M,writer,55408,44.948,-93.289,
0.25303,0.36545,102,3.8627,498,42,M,programmer,75006,32.767,-96.778,
0.37949,0.54583,225,3.3422,499,28,M,administrator,94305,37.189,-121.705,
0.10079,0.61409,73,3.7671,500,22,M,student,10025,40.799,-73.968,
0.0068842,0.50624,37,3.1081,501,22,M,student,23092,37.583,-76.498,
0.41366,0.30505,160,4.0187,502,50,F,writer,27514,36.005,-79.054,
0.48286,0.56916,251,3.6215,503,40,F,writer,92115,32.758,-117.071,
0.27857,0.55536,112,3.3661,504,27,F,other,20657,38.493,-76.46,
0.58685,0.48127,242,3.6736,505,46,M,programmer,3869,43.161,-70.943,
0.050263,0.61516,58,4.7241,506,18,F,writer,28450,34.346,-78.751,
0.30676,0.41647,87,3.8276,507,27,M,marketing,19382,39.912,-75.63,
0.023728,0.48057,33,2.5152,508,23,M,administrator,10011,40.741,-74,
0.0040712,0.49545,30,2.7667,509,34,M,other,98038,47.409,-121.969,
0.0053282,0.48904,24,3.75,510,22,M,student,21250,39.258,-76.713,
0.076813,0.45733,21,4.3333,511,29,M,other,20090,38.893,-77.015,
0.071141,0.54378,22,4.3636,512,43,M,administrator,26241,38.847,-79.893,
0.53883,0.45502,194,3.8402,513,27,M,programmer,20707,39.093,-76.882,
0.0040137,0.4925,40,3,514,53,M,marketing,49508,42.889,-85.622,
0.0662,0.43312,21,4.0952,515,53,F,librarian,10021,40.769,-73.96,
0.050007,0.52437,37,3.2973,516,24,M,student,55454,44.981,-93.253,
0.099169,0.62061,73,3.6438,517,49,F,writer,99709,64.86,-148,
0.0050316,0.48398,49,4.1224,518,22,M,other,55320,45.227,-93.924,
0.012965,0.46135,23,3.4348,519,62,M,healthcare,12603,41.691,-73.862,
0.36117,0.63344,150,3.14,520,19,M,student,2146,42.308,-71.089,
0.11894,0.38193,30,4.3333,521,36,M,engineer,55443,45.119,-93.343,
0.22261,0.4221,100,4.36,522,50,F,administrator,4102,43.743,-70.443,
0.62147,0.26096,306,3.4935,523,56,M,educator,2159,42.316,-71.191,
0.078878,0.58315,54,3.2963,524,27,F,administrator,19711,39.668,-75.688,
0.064954,0.54415,68,3.2353,525,30,M,marketing,97124,45.623,-122.953,
0.39062,0.25426,137,3.8321,526,33,M,librarian,12180,42.674,-73.609,
0.16409,0.4655,53,3.717,527,18,M,student,55104,44.956,-93.167,
0.0024258,0.49993,43,3.6047,528,47,F,administrator,44224,41.172,-81.45,
0.13614,0.45092,45,3.8889,529,29,M,engineer,94040,37.189,-121.705,
0.0026994,0.47631,30,3.2333,530,30,F,salesman,97408,44.142,-123.125,
0.54348,0.66086,274,4.1204,531,20,M,student,92705,33.708,-117.846,
0.55607,0.56151,260,3.3846,532,43,M,librarian,2324,41.974,-70.977,
0.103,0.68591,80,4.075,533,20,M,student,5464,44.639,-72.822,
0.5214,0.18103,218,3.9358,534,45,F,educator,80302,40.064,-105.39,
0.46281,0.46803,163,3.8712,535,38,M,engineer,30078,33.863,-84.008,
0.67415,0.14904,490,2.8653,536,36,M,engineer,22902,38.027,-78.48,
0.2999,0.47036,81,3.6173,537,31,M,scientist,21010,39.38,-76.295,
0.13411,0.36175,56,3.9821,538,53,F,administrator,80303,40.068,-105.275,
0.091553,0.59578,63,3.7143,539,28,M,engineer,91201,33.787,-118.299,
0.29229,0.58793,133,3.6241,540,19,F,student,84302,41.538,-112.062,
0.34875,0.48908,135,3.4889,541,21,M,student,60515,41.796,-88.012,
0.46434,0.3936,197,3.533,542,33,M,scientist,95123,37.189,-121.705,
0.004381,0.48202,31,2.8065,543,44,F,other,29464,32.847,-79.821,
0.40986,0.667,162,3.5062,544,27,M,technician,8052,39.951,-74.992,
0.093962,0.55116,59,3.8983,545,36,M,executive,22911,38.1,-78.408,
0.0078622,0.46679,23,3.6522,546,50,M,educator,14534,43.06,-77.521,
0.23864,0.67049,155,3.671,547,51,M,writer,95468,38.919,-123.541,
0.056564,0.53421,25,3.72,548,42,M,scientist,45680,38.465,-82.501,
0.044397,0.56141,40,3.675,549,16,F,student,95453,39.053,-122.919,
0.7028,0.83207,334,3.8024,550,25,M,programmer,55414,44.975,-93.234,
0.091816,0.62419,84,3.0952,551,45,M,other,68147,41.176,-95.955,
0.29202,0.21293,100,4.17,552,58,M,educator,62901,37.775,-89.387,
0.30381,0.60917,114,3.5702,553,32,M,scientist,62901,37.775,-89.387,
0.10836,0.52182,52,4.0192,554,29,F,educator,23227,37.625,-77.435,
0.12141,0.35508,44,4.2045,555,35,F,educator,30606,33.951,-83.431,
0.069638,0.46973,53,3.7547,556,30,F,writer,11217,40.685,-73.981,
0.028803,0.43103,20,4.2,557,56,F,writer,63132,38.675,-90.375,
0.1995,0.41101,76,3.5789,558,69,M,executive,10022,40.759,-73.968,
0.18452,0.49583,101,3.396,559,32,M,student,10003,40.73,-73.989,
0.63188,0.30604,357,3.0252,560,23,M,engineer,60005,42.061,-87.883,
0.22037,0.43453,72,3.5417,561,54,F,administrator,20879,39.173,-77.186,
0.072177,0.51509,30,3.7667,562,39,F,librarian,32707,28.661,-81.314,
0.038399,0.53275,34,3.4118,563,65,M,retired,94591,38.114,-122.206,
0.066428,0.37411,35,4.5429,564,40,M,student,55422,45.01,-93.342,
0.37261,0.44866,149,3.443,565,20,M,student,14627,43.128,-77.628,
0.36694,0.15663,155,3.9548,566,24,M,entertainment,10003,40.73,-73.989,
0.15264,0.26902,81,3.3704,567,39,M,educator,1915,42.565,-70.854,
0.091689,0.58342,70,3.4857,568,34,M,educator,91903,33.017,-116.846,
0.0056298,0.46367,22,2.6818,569,26,M,educator,14627,43.128,-77.628,
0.062464,0.42438,20,3.45,570,34,M,artist,1945,42.561,-70.771,
0.022858,0.45803,20,3.25,571,51,M,educator,20003,38.86,-76.989,
0.14793,0.36577,51,3.7451,572,68,M,retired,48911,42.68,-84.543,
0.011773,0.46188,46,3.5217,573,56,M,educator,53188,42.995,-88.242,
0.089938,0.43671,26,3.1538,574,33,M,marketing,46032,40.071,-86.117,
0.083625,0.50018,36,3.5278,575,48,M,executive,98281,48.987,-123.058,
0.49479,0.69878,188,3.8032,576,36,F,student,77845,30.579,-96.294,
0.016354,0.50011,24,2.6667,577,31,M,administrator,M7A1A,300,300,
0.19257,0.45692,74,3.473,578,32,M,educator,48103,42.267,-83.849,
0.065198,0.58926,47,3.5532,579,16,M,student,17961,40.618,-76.207,
0.048152,0.4487,28,4.0357,580,37,M,other,94131,37.744,-122.443,
0.082602,0.58613,62,3.2742,581,17,M,student,93003,34.23,-119.221,
0.090579,0.4201,27,4.4444,582,44,M,engineer,29631,34.76,-82.802,
0.06571,0.50578,24,3.5417,583,25,M,student,27511,35.751,-78.707,
0.078279,0.34403,80,3.7375,584,69,M,librarian,98501,46.985,-122.869,
0.3583,0.7129,166,3.3253,585,20,M,student,79508,32.289,-99.81,
0.0039262,0.50596,98,2.9694,586,26,M,other,14216,42.946,-78.86,
0.47979,0.70046,225,3.7422,587,18,F,student,93063,34.292,-118.82,
0.0026599,0.51001,43,3.4419,588,21,M,lawyer,90034,33.787,-118.299,
0.056337,0.46099,48,3.5,589,50,M,educator,82435,44.616,-108.949,
0.19905,0.3831,84,3.6548,590,57,F,librarian,92093,33.017,-116.846,
0.64917,0.5064,360,3.8139,591,18,M,student,97520,42.148,-122.537,
0.37513,0.6049,156,3.609,592,31,F,educator,68767,42.224,-97.582,
0.047552,0.44261,25,3.48,593,46,M,educator,M4J2K,300,300,
0.094688,0.58972,96,3.1979,594,25,M,programmer,31909,32.542,-84.92,
0.021643,0.50064,20,3.6,595,20,M,artist,77073,29.834,-95.434,
0.052396,0.54279,41,3.6341,596,23,M,other,84116,40.798,-112,
0.010926,0.47977,25,3.68,597,40,F,marketing,43085,40.04,-82.897,
0.0427,0.56288,47,3.8936,598,22,F,student,R3T5K,300,300,
0.23433,0.53786,89,3.5843,599,34,M,programmer,2320,300,300,
0.32757,0.48155,148,3.0811,600,19,F,artist,99687,61.531,-149.478,
0.045917,0.53474,29,3.7931,601,47,F,other,34656,28.325,-82.482,
0.13845,0.52246,47,3.7872,602,21,M,programmer,47905,40.393,-86.884,
0.061049,0.46459,27,3.2963,603,39,M,educator,11787,40.857,-73.208,
0.21249,0.45736,90,3.7556,604,33,M,engineer,33716,27.891,-82.693,
0.62052,0.69383,236,3.9661,605,28,M,programmer,63044,38.751,-90.412,
0.091498,0.37029,37,3.8378,606,49,F,healthcare,2154,42.389,-71.24,
0.35236,0.31877,163,3.6748,607,22,M,other,10003,40.73,-73.989,
0.017583,0.47684,28,2.3929,608,13,F,student,55106,44.957,-93.042,
0.22657,0.43282,75,3.7333,609,22,M,student,21227,39.242,-76.677,
0.0048757,0.46247,42,3.8333,610,46,M,librarian,77008,29.834,-95.434,
0.044351,0.4932,27,3.3704,611,36,M,educator,79070,36.408,-100.687,
0.087911,0.42844,28,4.3214,612,37,F,marketing,29678,34.716,-82.964,
0.050915,0.52848,39,3.1282,613,54,M,educator,80227,39.667,-105.067,
0.25198,0.26107,103,3.8641,614,38,M,educator,27705,36.019,-78.9,
0.0041333,0.49328,43,3.6279,615,55,M,scientist,50613,42.517,-92.436,
0.134,0.36864,108,2.6204,616,27,F,writer,11201,40.694,-73.989,
0.53228,0.564,216,3.287,617,15,F,student,44212,41.206,-81.823,
0.19002,0.65079,89,3.5056,618,17,M,student,44134,41.382,-81.727,
0.18618,0.64185,110,3.8273,619,18,F,writer,81648,39.936,-108.651,
0.32928,0.74601,171,3.5497,620,17,M,student,60402,41.812,-87.687,
0.51471,0.60576,228,3.3904,621,25,M,programmer,14850,42.403,-76.484,
0.1458,0.44966,45,3.7333,622,50,F,educator,60187,41.84,-88.089,
0.12617,0.67226,141,3.5319,623,19,M,student,30067,33.933,-84.462,
0.28573,0.4188,106,3.434,624,27,M,programmer,20723,39.137,-76.869,
0.0077146,0.47396,32,2.3438,625,23,M,scientist,19807,39.795,-75.616,
0.39432,0.54239,181,3.2928,626,24,M,engineer,8034,39.9,-75.035,
0.016741,0.48542,27,4.7037,627,13,M,none,94306,37.189,-121.705,
0.33386,0.45618,121,4.0826,628,46,F,other,44224,41.172,-81.45,
0.1871,0.66454,108,3.3241,629,26,F,healthcare,55408,44.948,-93.289,
0.0057268,0.47223,20,3.1,630,18,F,student,38866,34.304,-88.667,
0.39618,0.53205,118,3.661,631,18,M,student,55454,44.981,-93.253,
0.14128,0.52883,58,3.3103,632,35,M,programmer,55414,44.975,-93.234,
0.13431,0.65654,135,3.3704,633,39,M,engineer,T8H1N,300,300,
0.018939,0.50298,34,3.2647,634,22,M,other,23237,37.401,-77.471,
0.041973,0.50277,20,4.45,635,47,M,educator,48043,42.598,-82.878,
0.082693,0.57898,104,2.4904,636,30,M,other,74101,36.039,-95.869,
0.23302,0.52138,67,3.5373,637,45,M,engineer,1940,42.534,-71.029,
0.23387,0.27713,148,2.9595,638,42,F,librarian,12065,42.851,-73.793,
0.29048,0.51647,109,4.2294,639,20,M,student,61801,40.134,-88.182,
0.095283,0.36495,40,4.125,640,24,M,student,60626,41.812,-87.687,
0.52685,0.81223,318,3.6226,641,18,F,student,95521,40.564,-123.936,
0.5558,0.50149,206,3.7379,642,39,M,scientist,55122,44.786,-93.22,
0.048353,0.56723,42,4,643,51,M,retired,63645,37.491,-90.336,
0.35759,0.29209,122,3.959,644,27,M,programmer,53211,43.082,-87.89,
0.005002,0.48743,38,2.9474,645,17,F,student,51250,43.084,-96.27,
0.15828,0.53534,58,3.8276,646,40,M,educator,45810,40.676,-83.701,
0.59013,0.64178,297,3.2593,647,43,M,engineer,91351,33.787,-118.299,
0.052355,0.53932,24,3.7917,648,20,M,student,39762,33.416,-88.743,
0.63092,0.39115,311,3.1543,649,42,M,engineer,83814,47.728,-116.781,
0.01362,0.43989,21,3.2857,650,65,M,retired,2903,41.819,-71.412,
0.017899,0.49437,22,3.1364,651,35,M,other,22911,38.1,-78.408,
0.49656,0.59811,283,2.6926,652,31,M,executive,55105,44.935,-93.161,
0.35815,0.65095,147,3.6871,653,27,F,student,78739,30.173,-97.887,
0.67619,0.35665,685,2.908,654,50,F,healthcare,60657,41.812,-87.687,
0.0061923,0.45416,24,2.5417,655,48,M,educator,10314,40.591,-74.151,
0.031607,0.49541,29,3.2414,656,26,F,none,78704,30.241,-97.769,
0.18314,0.44238,71,3.7324,657,33,M,programmer,92626,33.683,-117.778,
0.49245,0.29466,191,3.7906,658,31,M,educator,54248,300,300,
0.38378,0.5517,224,2.5848,659,26,M,student,77380,30.144,-95.47,
0.38391,0.42804,121,3.9174,660,28,M,programmer,98121,47.432,-121.803,
0.030208,0.449,23,3.8696,661,55,M,librarian,19102,39.953,-75.166,
0.26722,0.64469,158,3.5316,662,26,M,other,19341,40.05,-75.637,
0.45604,0.29379,166,3.747,663,30,M,engineer,94115,37.786,-122.437,
0.31657,0.61227,142,3.4789,664,25,M,administrator,55412,45.025,-93.299,
0.56025,0.24447,245,3.6653,665,44,M,administrator,61820,40.102,-88.197,
0.13651,0.38484,47,3.9574,666,35,M,librarian,1970,42.513,-70.904,
0.05095,0.50079,46,3.5217,667,29,F,writer,10016,40.746,-73.978,
0.23195,0.384,100,3.38,668,37,M,other,20009,38.919,-77.04,
0.14278,0.37514,46,3.8478,669,30,M,technician,21114,39.064,-76.623,
0.29668,0.69685,124,3.5806,670,21,M,programmer,91919,300,300,
0.038592,0.48411,29,3.2414,671,54,F,administrator,90095,33.787,-118.299,
0.018706,0.4695,35,3.8857,672,51,M,educator,22906,38.04,-78.485,
0.06479,0.59242,41,3.6585,673,13,F,student,55337,44.772,-93.226,
0.03186,0.4184,34,3.7059,674,34,M,other,28814,35.665,-82.493,
0.13592,0.52032,77,3.5844,675,30,M,programmer,32712,28.731,-81.538,
0.052421,0.56845,49,3.5918,676,20,M,other,99835,57.081,-135.318,
0.056953,0.51002,28,3.4286,677,50,M,educator,61462,40.925,-90.618,
0.19179,0.48258,62,3.6613,678,20,F,student,54302,44.495,-87.979,
0.093348,0.49075,38,4,679,33,M,lawyer,90405,33.787,-118.299,
0.0040723,0.46527,22,3.2273,680,44,F,marketing,97208,45.532,-122.565,
0.67668,0.82587,399,3.1378,681,23,M,programmer,55128,44.991,-92.949,
0.056792,0.46731,75,3.2267,682,42,M,librarian,23509,36.881,-76.262,
0.21568,0.57119,86,3.4884,683,28,M,student,55414,44.975,-93.234,
0.0058714,0.45595,20,2.05,684,32,F,librarian,55409,44.925,-93.289,
0.30189,0.31423,71,4.5634,685,32,M,educator,26506,39.645,-79.963,
0.0057274,0.47947,21,3.4762,686,31,F,healthcare,27713,35.911,-78.918,
0.003644,0.4791,24,4.8333,687,37,F,administrator,60476,41.812,-87.687,
0.071326,0.59578,36,3.8333,688,25,M,other,45439,39.749,-84.2,
0.26735,0.52489,115,3.1478,689,35,M,salesman,63304,38.732,-90.705,
0.10256,0.43024,32,4.2188,690,34,M,educator,60089,42.18,-87.961,
0.073102,0.49693,40,3.275,691,34,M,engineer,18053,40.719,-75.701,
0.35703,0.43489,154,3.1364,692,43,F,healthcare,85210,33.387,-111.84,
0.4973,0.26915,157,4.1529,693,60,M,programmer,6365,41.522,-71.993,
0.0065374,0.47342,38,3.2895,694,26,M,writer,38115,35.058,-89.864,
0.030239,0.43237,29,3.931,695,55,M,other,94920,37.935,-122.564,
0.10014,0.64747,105,3.7143,696,25,M,other,77042,29.834,-95.434,
0.26405,0.37015,127,2.8425,697,28,F,programmer,6906,41.071,-73.521,
0.13864,0.56625,149,3.1477,698,44,M,other,96754,22.207,-159.395,
0.094517,0.47166,21,3.6667,699,17,M,student,76309,33.893,-98.5,
0.033698,0.46993,33,4.2121,700,51,F,librarian,56321,45.578,-94.42,
0.029754,0.49938,31,2.4516,701,37,M,other,89104,36.113,-115.106,
0.080794,0.59022,47,3.5319,702,26,M,educator,49512,42.88,-85.535,
0.21721,0.27112,90,3.7778,703,51,F,librarian,91105,33.787,-118.299,
0.2966,0.68563,114,3.7105,704,21,F,student,54494,44.38,-89.919,
0.049497,0.5478,29,3.3103,705,23,M,student,55454,44.981,-93.253,
0.33725,0.20053,236,3.4958,706,56,F,librarian,19146,39.945,-75.176,
0.093529,0.64663,105,3.2,707,26,F,homemaker,96349,300,300,
0.35103,0.67847,138,3.5725,708,21,M,other,N4T1A,300,300,
0.22538,0.40093,86,3.6977,709,19,M,student,92020,32.788,-116.961,
0.4933,0.4484,221,3.8597,710,22,F,student,15203,40.425,-79.98,
0.34012,0.58647,162,3.7654,711,22,F,student,54901,44.006,-88.558,
0.0050093,0.45486,30,2.9667,712,42,F,other,7204,40.666,-74.267,
0.0734,0.60825,44,3.5227,713,26,M,engineer,55343,44.914,-93.448,
0.41671,0.67566,167,3.3832,714,21,M,technician,91206,33.787,-118.299,
0.72645,0.27195,269,3.8885,715,36,F,administrator,44265,41.011,-81.298,
